predicted_label,prediction_prob,defense_action
1,0.99967706,block_ip
1,0.99993694,block_ip
1,0.9998435,block_ip
0,3.0750543e-05,allow
0,7.728228e-06,allow
0,3.182306e-05,allow
0,5.887248e-05,allow
0,3.641257e-05,allow
1,0.9999039,block_ip
0,2.5106958e-05,allow
0,1.9317169e-05,allow
0,0.000102208585,allow
1,0.9999521,block_ip
0,1.9883173e-05,allow
1,0.999944,block_ip
1,0.99996006,block_ip
0,0.000110384535,allow
0,1.4868624e-05,allow
1,0.9999014,block_ip
1,0.9999647,block_ip
0,8.387238e-05,allow
0,9.327975e-06,allow
1,0.9998938,block_ip
0,1.7390634e-05,allow
1,0.9999589,block_ip
1,0.999969,block_ip
1,0.99594384,block_ip
1,0.9999547,block_ip
1,0.9999187,block_ip
1,0.999918,block_ip
1,0.9998734,block_ip
1,0.99991703,block_ip
1,0.99822,block_ip
0,8.289303e-05,allow
1,0.9999597,block_ip
1,0.99942917,block_ip
0,2.7661548e-05,allow
0,1.6103864e-05,allow
0,5.128596e-05,allow
0,1.5485675e-05,allow
1,0.9998641,block_ip
0,2.7428447e-05,allow
0,6.780082e-05,allow
0,0.00013533431,allow
0,1.5415833e-05,allow
1,0.99994874,block_ip
1,0.9999465,block_ip
0,1.1310199e-05,allow
0,2.859171e-05,allow
1,0.9998124,block_ip
0,0.00016909235,allow
0,3.6220394e-05,allow
1,0.99993074,block_ip
1,0.9998859,block_ip
1,0.999969,block_ip
1,0.99994946,block_ip
0,2.8651457e-05,allow
0,1.9298846e-05,allow
1,0.9998834,block_ip
0,3.631859e-05,allow
1,0.9999374,block_ip
1,0.9995085,block_ip
0,3.6418405e-05,allow
0,2.2124805e-05,allow
0,8.375122e-05,allow
0,0.00064113864,allow
0,2.8385019e-05,allow
1,0.9996829,block_ip
0,0.00020873296,allow
1,0.99993,block_ip
0,1.9059522e-05,allow
0,8.4177655e-06,allow
1,0.9999553,block_ip
1,0.99994767,block_ip
0,8.026379e-06,allow
1,0.9999653,block_ip
1,0.99994886,block_ip
0,4.229228e-05,allow
0,4.272192e-05,allow
1,0.9999634,block_ip
1,0.9985299,block_ip
1,0.99993825,block_ip
1,0.9998497,block_ip
0,9.037755e-05,allow
0,3.0312844e-05,allow
0,0.0002693325,allow
1,0.9997582,block_ip
0,9.7324955e-06,allow
1,0.9998124,block_ip
1,0.99996066,block_ip
1,0.9999584,block_ip
1,0.9999473,block_ip
0,2.1987893e-05,allow
0,8.613082e-05,allow
1,0.9996493,block_ip
0,4.4127162e-05,allow
1,0.9998474,block_ip
1,0.99995315,block_ip
1,0.9994412,block_ip
1,0.996914,block_ip
0,1.4101622e-05,allow
1,0.9998548,block_ip
1,0.9998951,block_ip
0,6.3611056e-05,allow
0,1.2154029e-05,allow
1,0.99995255,block_ip
0,1.769987e-05,allow
1,0.9998764,block_ip
0,1.5044706e-05,allow
1,0.9999267,block_ip
0,0.00012528028,allow
1,0.9998678,block_ip
0,2.2179604e-05,allow
0,2.951622e-05,allow
0,8.0789556e-05,allow
0,0.00012323465,allow
1,0.9999405,block_ip
0,3.590839e-05,allow
0,1.3216481e-05,allow
1,0.99986637,block_ip
1,0.99996364,block_ip
0,6.379348e-05,allow
1,0.9999387,block_ip
1,0.9992974,block_ip
1,0.99995303,block_ip
0,1.9928715e-05,allow
1,0.9998765,block_ip
0,3.97459e-05,allow
1,0.99995327,block_ip
0,7.1105256e-05,allow
0,1.5293199e-05,allow
0,2.3295506e-05,allow
0,2.897271e-05,allow
1,0.9998437,block_ip
1,0.9999126,block_ip
1,0.9997719,block_ip
0,3.2876782e-05,allow
1,0.99995446,block_ip
0,3.2610864e-05,allow
0,4.32027e-05,allow
0,4.5334185e-05,allow
1,0.99995685,block_ip
1,0.9995173,block_ip
0,1.9235384e-05,allow
0,1.0883942e-05,allow
1,0.9998404,block_ip
1,0.9997831,block_ip
0,2.319628e-05,allow
0,1.2141806e-05,allow
0,9.1678185e-06,allow
0,6.1991e-05,allow
0,3.1526706e-05,allow
0,0.00010123076,allow
0,3.7483678e-05,allow
0,4.999304e-05,allow
0,2.795525e-05,allow
1,0.99995136,block_ip
0,7.9803795e-05,allow
0,2.6278432e-05,allow
1,0.9998921,block_ip
0,1.2296204e-05,allow
0,2.9161705e-05,allow
1,0.99980336,block_ip
1,0.9997409,block_ip
0,4.5372115e-05,allow
0,1.2912579e-05,allow
0,0.00014205561,allow
1,0.998933,block_ip
0,2.3589708e-05,allow
0,5.9801012e-05,allow
0,1.4138924e-05,allow
1,0.99996126,block_ip
0,2.1078946e-05,allow
0,1.2475316e-05,allow
1,0.9997392,block_ip
1,0.999778,block_ip
1,0.99997306,block_ip
0,0.00013687141,allow
0,2.0195646e-05,allow
0,4.267143e-05,allow
0,1.9988805e-05,allow
1,0.99927026,block_ip
1,0.99996233,block_ip
1,0.9997876,block_ip
1,0.999678,block_ip
1,0.99988353,block_ip
1,0.9998301,block_ip
0,2.847066e-05,allow
1,0.9999604,block_ip
1,0.99995923,block_ip
0,5.6921373e-05,allow
0,2.6968477e-05,allow
1,0.9992884,block_ip
1,0.9999585,block_ip
0,3.5560453e-05,allow
0,2.7796865e-05,allow
0,4.8652095e-05,allow
1,0.9999603,block_ip
0,9.030309e-06,allow
1,0.99994636,block_ip
0,1.1763467e-05,allow
1,0.9998584,block_ip
0,7.3867515e-05,allow
0,0.00011736974,allow
1,0.9998915,block_ip
1,0.99993193,block_ip
1,0.9999187,block_ip
1,0.99993,block_ip
0,4.625977e-05,allow
0,2.4290672e-05,allow
1,0.9998574,block_ip
1,0.9998989,block_ip
1,0.9999225,block_ip
0,1.1210139e-05,allow
1,0.9998802,block_ip
1,0.99995005,block_ip
0,3.358174e-05,allow
1,0.99994946,block_ip
0,1.7764789e-05,allow
1,0.99994946,block_ip
0,0.00018469895,allow
1,0.9999362,block_ip
0,0.00029282318,allow
1,0.999966,block_ip
0,6.143844e-05,allow
0,0.00015433306,allow
1,0.9999217,block_ip
1,0.9999653,block_ip
1,0.99977535,block_ip
1,0.9999435,block_ip
0,5.2534513e-05,allow
0,0.00018877837,allow
0,2.9574629e-05,allow
1,0.9999223,block_ip
0,9.264013e-05,allow
1,0.9996024,block_ip
0,1.9988805e-05,allow
1,0.9997807,block_ip
0,1.7008295e-05,allow
1,0.99949694,block_ip
0,1.9009658e-05,allow
0,3.8882135e-05,allow
1,0.9999497,block_ip
1,0.9999517,block_ip
1,0.9998134,block_ip
0,5.2371997e-05,allow
0,5.4724842e-05,allow
1,0.9998493,block_ip
0,7.94426e-05,allow
1,0.9997538,block_ip
1,0.99992,block_ip
0,1.238403e-05,allow
1,0.9999279,block_ip
0,1.8956453e-05,allow
1,0.9996008,block_ip
0,0.0008552599,allow
1,0.999923,block_ip
1,0.999808,block_ip
0,1.2301811e-05,allow
1,0.99989307,block_ip
1,0.99844223,block_ip
1,0.99995625,block_ip
0,6.608774e-05,allow
1,0.9999362,block_ip
0,2.8445422e-05,allow
1,0.9999466,block_ip
0,0.0001956178,allow
0,0.00014375414,allow
1,0.99995804,block_ip
0,1.9818675e-05,allow
1,0.99934655,block_ip
1,0.99989486,block_ip
0,2.6962356e-05,allow
0,1.7833978e-05,allow
0,6.0603765e-05,allow
0,0.00029611177,allow
1,0.9999647,block_ip
1,0.9998642,block_ip
1,0.99996734,block_ip
0,8.593708e-06,allow
1,0.99990034,block_ip
0,0.00014733465,allow
1,0.9999639,block_ip
0,1.1556976e-05,allow
1,0.999258,block_ip
1,0.9999299,block_ip
0,5.8333193e-05,allow
1,0.99971646,block_ip
1,0.99971265,block_ip
1,0.99983966,block_ip
0,7.462323e-05,allow
1,0.9994599,block_ip
1,0.9999473,block_ip
1,0.99992657,block_ip
0,0.00017652652,allow
0,1.0056202e-05,allow
1,0.9999267,block_ip
0,0.00020116426,allow
1,0.9998634,block_ip
0,0.0005074334,allow
1,0.999912,block_ip
1,0.9999057,block_ip
0,2.5624828e-05,allow
1,0.9999144,block_ip
1,0.99972254,block_ip
1,0.99951506,block_ip
1,0.99959856,block_ip
1,0.9999652,block_ip
0,1.1823435e-05,allow
0,1.7121054e-05,allow
0,5.9253223e-05,allow
1,0.9998037,block_ip
0,1.6767412e-05,allow
1,0.9999089,block_ip
0,3.252046e-05,allow
0,2.3823335e-05,allow
1,0.9999474,block_ip
1,0.99988866,block_ip
0,4.0302733e-05,allow
1,0.9997874,block_ip
0,0.00019230359,allow
0,2.1458492e-05,allow
0,6.902764e-05,allow
1,0.9999577,block_ip
0,1.1001531e-05,allow
0,6.78883e-05,allow
1,0.99996364,block_ip
0,3.6302834e-05,allow
1,0.9997559,block_ip
0,1.0495546e-05,allow
0,7.284477e-06,allow
1,0.9995957,block_ip
0,2.9871402e-05,allow
0,7.716399e-05,allow
0,2.5673064e-05,allow
0,0.0002526211,allow
1,0.9997788,block_ip
0,2.4323288e-05,allow
0,5.5176075e-05,allow
0,0.00010377393,allow
0,0.00011646169,allow
1,0.99993706,block_ip
1,0.99640685,block_ip
0,1.6707825e-05,allow
0,1.4188306e-05,allow
1,0.9996252,block_ip
0,8.237824e-06,allow
1,0.99994886,block_ip
1,0.999747,block_ip
1,0.9999474,block_ip
1,0.987948,block_ip
1,0.99996364,block_ip
1,0.9999517,block_ip
1,0.9998882,block_ip
1,0.9997497,block_ip
0,1.4260105e-05,allow
1,0.9999658,block_ip
0,0.00031924833,allow
0,3.2712094e-05,allow
1,0.99986243,block_ip
0,3.1655345e-05,allow
1,0.9998869,block_ip
0,1.1026024e-05,allow
0,0.0002565567,allow
1,0.9999589,block_ip
0,3.522755e-05,allow
1,0.99989855,block_ip
0,2.0410118e-05,allow
1,0.9998073,block_ip
0,0.00010610339,allow
0,0.0001101781,allow
1,0.9999443,block_ip
0,2.3382176e-05,allow
1,0.9996834,block_ip
1,0.99996793,block_ip
0,2.2916665e-05,allow
0,0.00019476764,allow
0,0.00010855011,allow
1,0.9999597,block_ip
1,0.9999174,block_ip
1,0.99992776,block_ip
0,0.0001385571,allow
0,5.0127517e-05,allow
1,0.99935836,block_ip
0,0.00013327632,allow
1,0.9998424,block_ip
0,4.1330786e-05,allow
1,0.9999436,block_ip
0,0.00013899736,allow
0,1.877134e-05,allow
0,2.539106e-05,allow
0,9.20881e-06,allow
1,0.9999299,block_ip
1,0.99977416,block_ip
0,8.6975115e-06,allow
0,3.8266353e-05,allow
0,3.5687888e-05,allow
0,1.6356213e-05,allow
1,0.9998374,block_ip
1,0.9997793,block_ip
0,2.7717453e-05,allow
1,0.99989593,block_ip
1,0.9999014,block_ip
1,0.99787676,block_ip
1,0.9997844,block_ip
1,0.99988925,block_ip
0,3.206292e-05,allow
1,0.99996674,block_ip
1,0.99995744,block_ip
0,1.5782984e-05,allow
1,0.9999305,block_ip
1,0.99981266,block_ip
1,0.99984384,block_ip
1,0.99995494,block_ip
1,0.9999559,block_ip
0,3.527465e-05,allow
0,0.00011636267,allow
1,0.999946,block_ip
0,0.00028304342,allow
1,0.99982387,block_ip
0,1.2278673e-05,allow
1,0.999961,block_ip
0,1.4619305e-05,allow
0,8.1276914e-05,allow
1,0.99948597,block_ip
0,4.2347325e-05,allow
0,3.1525204e-05,allow
1,0.99990654,block_ip
0,8.275051e-06,allow
0,2.3193912e-05,allow
1,0.9999472,block_ip
1,0.99994576,block_ip
1,0.99984145,block_ip
0,2.921423e-05,allow
1,0.9999627,block_ip
0,9.315921e-06,allow
0,2.1631264e-05,allow
1,0.99974734,block_ip
0,3.956159e-05,allow
1,0.99968076,block_ip
0,3.502065e-05,allow
0,0.00038343924,allow
0,1.534613e-05,allow
0,1.916158e-05,allow
0,2.1417542e-05,allow
0,0.0016218872,allow
1,0.9999522,block_ip
0,0.0047060177,allow
1,0.9998553,block_ip
0,5.9079783e-05,allow
0,2.435123e-05,allow
1,0.9999635,block_ip
1,0.9999665,block_ip
1,0.99995947,block_ip
0,0.00017987838,allow
1,0.9997594,block_ip
0,1.0258454e-05,allow
0,2.4031871e-05,allow
1,0.99987257,block_ip
0,2.9692872e-05,allow
1,0.99996126,block_ip
1,0.9999485,block_ip
0,1.4264213e-05,allow
0,0.00017224475,allow
1,0.9761041,block_ip
1,0.99993765,block_ip
0,1.4257523e-05,allow
0,6.733446e-05,allow
1,0.99990165,block_ip
1,0.99992967,block_ip
1,0.9999497,block_ip
1,0.99996483,block_ip
0,4.6215762e-05,allow
0,7.69137e-05,allow
1,0.99995756,block_ip
0,1.1472027e-05,allow
1,0.9998728,block_ip
0,2.2244316e-05,allow
1,0.99994195,block_ip
1,0.9999485,block_ip
0,9.437025e-05,allow
1,0.99851197,block_ip
0,2.5360278e-05,allow
0,2.887303e-05,allow
0,1.318701e-05,allow
0,3.2428667e-05,allow
0,1.4650317e-05,allow
0,1.8856366e-05,allow
1,0.99995923,block_ip
0,3.1142667e-05,allow
0,3.2334174e-05,allow
1,0.999728,block_ip
1,0.99982244,block_ip
1,0.9996087,block_ip
1,0.9997904,block_ip
1,0.9999281,block_ip
0,1.10711e-05,allow
0,9.958496e-06,allow
0,0.00012580653,allow
1,0.9999505,block_ip
0,1.6249387e-05,allow
1,0.9999219,block_ip
1,0.99995005,block_ip
1,0.999925,block_ip
1,0.99982315,block_ip
1,0.9999528,block_ip
1,0.9992041,block_ip
0,4.188485e-05,allow
0,0.00040336332,allow
0,3.82507e-05,allow
1,0.9998907,block_ip
1,0.9995591,block_ip
1,0.99987483,block_ip
0,3.8090755e-05,allow
0,0.00038555625,allow
1,0.99996257,block_ip
1,0.9997856,block_ip
0,1.7454951e-05,allow
0,1.9609093e-05,allow
1,0.9993211,block_ip
0,1.4620004e-05,allow
0,2.7879825e-05,allow
1,0.9999571,block_ip
0,1.1699372e-05,allow
1,0.9997557,block_ip
1,0.9998215,block_ip
0,3.5717745e-05,allow
0,2.143681e-05,allow
1,0.999635,block_ip
1,0.9999032,block_ip
1,0.9999386,block_ip
0,8.917595e-05,allow
0,1.9988805e-05,allow
1,0.99994874,block_ip
1,0.99991524,block_ip
1,0.9999045,block_ip
1,0.9997799,block_ip
0,1.9559526e-05,allow
1,0.9998827,block_ip
0,1.8984709e-05,allow
1,0.9999708,block_ip
0,1.267414e-05,allow
0,0.0010219797,allow
1,0.9999279,block_ip
1,0.99988794,block_ip
1,0.999874,block_ip
1,0.99878687,block_ip
1,0.9999503,block_ip
0,7.014722e-05,allow
1,0.9999579,block_ip
1,0.9999589,block_ip
1,0.9998186,block_ip
1,0.9997123,block_ip
1,0.9996885,block_ip
1,0.9999585,block_ip
0,2.8262335e-05,allow
0,5.1195413e-05,allow
0,4.1647585e-05,allow
0,2.9763974e-05,allow
1,0.9999645,block_ip
0,0.0004282462,allow
1,0.9999356,block_ip
1,0.99982685,block_ip
0,0.00047418824,allow
0,2.0559779e-05,allow
1,0.9999658,block_ip
1,0.99984086,block_ip
0,0.00026317357,allow
0,1.9885108e-05,allow
0,0.0003755542,allow
0,0.0013611815,allow
1,0.99995756,block_ip
0,0.00016690658,allow
1,0.99993265,block_ip
0,4.6635112e-05,allow
0,1.8592378e-05,allow
0,4.142624e-05,allow
1,0.9999069,block_ip
0,5.193874e-05,allow
1,0.9998739,block_ip
1,0.99994767,block_ip
1,0.9999435,block_ip
1,0.9999132,block_ip
1,0.9999509,block_ip
0,1.9988805e-05,allow
1,0.9999418,block_ip
0,3.0443876e-05,allow
0,4.3372238e-05,allow
1,0.9999459,block_ip
1,0.9999422,block_ip
0,4.2911048e-05,allow
0,0.00010370251,allow
1,0.9989604,block_ip
0,1.5076291e-05,allow
1,0.99995196,block_ip
0,4.145754e-05,allow
0,5.7581376e-05,allow
0,0.00064382213,allow
1,0.9998369,block_ip
1,0.9997123,block_ip
0,0.00019091526,allow
0,1.3670973e-05,allow
0,0.00010549021,allow
1,0.9998292,block_ip
0,3.173272e-05,allow
0,3.026051e-05,allow
1,0.99996674,block_ip
1,0.99994326,block_ip
0,9.599462e-06,allow
1,0.9999325,block_ip
1,0.99994624,block_ip
1,0.99946743,block_ip
1,0.9997142,block_ip
0,3.9561175e-05,allow
0,1.8772287e-05,allow
1,0.99979013,block_ip
1,0.999884,block_ip
0,8.375122e-05,allow
1,0.999967,block_ip
0,4.6930585e-05,allow
0,2.0718537e-05,allow
0,2.2431523e-05,allow
0,2.463674e-05,allow
0,0.00028773607,allow
1,0.9903077,block_ip
1,0.99993145,block_ip
1,0.99990976,block_ip
0,2.1441596e-05,allow
1,0.9999479,block_ip
1,0.9999571,block_ip
1,0.9995309,block_ip
0,2.5163265e-05,allow
0,1.2893667e-05,allow
0,0.00010129526,allow
0,0.00062805065,allow
1,0.9998228,block_ip
1,0.99993384,block_ip
1,0.9999647,block_ip
0,9.946802e-06,allow
0,7.755304e-05,allow
1,0.9995895,block_ip
1,0.999782,block_ip
0,5.3287622e-05,allow
1,0.99996674,block_ip
0,1.7791815e-05,allow
1,0.99996006,block_ip
0,3.6307716e-05,allow
1,0.9999577,block_ip
0,2.5514488e-05,allow
0,2.9349552e-05,allow
0,3.2191198e-05,allow
1,0.9998658,block_ip
1,0.99995255,block_ip
0,8.247435e-05,allow
0,1.2449205e-05,allow
0,0.00043228088,allow
1,0.99992526,block_ip
0,0.00016670061,allow
1,0.999951,block_ip
1,0.9998429,block_ip
0,1.9527486e-05,allow
1,0.9999486,block_ip
0,9.995622e-06,allow
0,2.7468182e-05,allow
1,0.9997694,block_ip
0,2.5623383e-05,allow
0,5.8045644e-05,allow
0,8.520199e-06,allow
1,0.9987797,block_ip
0,1.82952e-05,allow
0,2.8696004e-05,allow
1,0.99995947,block_ip
1,0.9999591,block_ip
1,0.9998753,block_ip
1,0.99994457,block_ip
1,0.9999144,block_ip
0,8.620335e-06,allow
0,2.8096449e-05,allow
0,0.00027696634,allow
1,0.9999198,block_ip
1,0.999969,block_ip
0,4.8972117e-05,allow
0,2.0426083e-05,allow
1,0.99991095,block_ip
0,4.2375403e-05,allow
1,0.9999237,block_ip
1,0.99990344,block_ip
1,0.999967,block_ip
1,0.9999654,block_ip
0,2.6296831e-05,allow
0,2.2637525e-05,allow
1,0.9998894,block_ip
1,0.9999647,block_ip
1,0.9999652,block_ip
1,0.9999534,block_ip
1,0.9999387,block_ip
1,0.9999329,block_ip
1,0.9998036,block_ip
0,2.2209597e-05,allow
1,0.9998511,block_ip
1,0.9999168,block_ip
1,0.9999318,block_ip
0,2.5970181e-05,allow
1,0.99989176,block_ip
1,0.9997063,block_ip
0,2.677947e-05,allow
0,1.2600901e-05,allow
0,2.5103436e-05,allow
0,3.039914e-05,allow
0,0.000117076204,allow
1,0.9999466,block_ip
1,0.9999591,block_ip
1,0.999959,block_ip
1,0.9999286,block_ip
0,8.209684e-06,allow
1,0.9999726,block_ip
0,4.93592e-05,allow
0,0.0008309393,allow
1,0.99994016,block_ip
0,4.0786384e-05,allow
0,1.930577e-05,allow
0,0.0001145193,allow
0,0.00012225256,allow
1,0.9998661,block_ip
0,2.329084e-05,allow
0,3.4980396e-05,allow
1,0.999795,block_ip
1,0.9999578,block_ip
1,0.9999471,block_ip
0,2.789376e-05,allow
0,1.0933294e-05,allow
1,0.9999399,block_ip
0,0.0003927548,allow
1,0.99863285,block_ip
1,0.9999715,block_ip
0,2.810221e-05,allow
1,0.99972373,block_ip
1,0.999894,block_ip
0,2.0948846e-05,allow
1,0.9999583,block_ip
0,3.4771925e-05,allow
0,1.6453003e-05,allow
0,1.511098e-05,allow
1,0.9999391,block_ip
1,0.99943286,block_ip
0,0.00015822757,allow
1,0.9998654,block_ip
0,9.359091e-06,allow
1,0.9999151,block_ip
0,2.1306596e-05,allow
1,0.999236,block_ip
1,0.9997327,block_ip
0,2.005617e-05,allow
1,0.9999366,block_ip
0,4.3634598e-05,allow
0,0.00013121121,allow
0,1.7722403e-05,allow
0,1.3138556e-05,allow
1,0.9998778,block_ip
0,2.5615005e-05,allow
0,1.5380341e-05,allow
0,1.2017073e-05,allow
0,0.0012492047,allow
0,9.661689e-05,allow
0,3.1089403e-05,allow
1,0.99984276,block_ip
0,1.2233336e-05,allow
0,0.00027113885,allow
0,0.0018781914,allow
0,5.571183e-05,allow
0,1.3016845e-05,allow
0,3.0643314e-05,allow
0,1.6885419e-05,allow
0,0.0044493005,allow
1,0.9999342,block_ip
0,2.491305e-05,allow
0,5.212506e-05,allow
0,1.2887778e-05,allow
0,1.3993792e-05,allow
1,0.99993896,block_ip
0,2.7410038e-05,allow
1,0.9999678,block_ip
1,0.9999659,block_ip
1,0.9999385,block_ip
0,7.900263e-06,allow
0,0.0003453518,allow
0,0.0006259063,allow
0,2.0922753e-05,allow
1,0.9999387,block_ip
1,0.999949,block_ip
1,0.9999523,block_ip
1,0.9996835,block_ip
1,0.9997327,block_ip
1,0.99985254,block_ip
0,2.6256763e-05,allow
0,9.793443e-06,allow
1,0.9999474,block_ip
0,4.808265e-05,allow
1,0.99988306,block_ip
0,3.7706464e-05,allow
1,0.9998679,block_ip
0,3.259482e-05,allow
0,4.6225723e-05,allow
1,0.9997111,block_ip
1,0.99996006,block_ip
1,0.99996686,block_ip
1,0.9999436,block_ip
0,1.7908747e-05,allow
1,0.99995756,block_ip
0,2.4565092e-05,allow
0,1.3042953e-05,allow
1,0.9999075,block_ip
1,0.9999542,block_ip
1,0.9999074,block_ip
0,6.5928674e-05,allow
0,2.7205324e-05,allow
0,1.49828675e-05,allow
0,2.2950584e-05,allow
1,0.999509,block_ip
0,2.5884607e-05,allow
0,1.5891788e-05,allow
0,1.832457e-05,allow
0,9.005666e-05,allow
0,9.0053945e-06,allow
1,0.9999083,block_ip
1,0.999777,block_ip
0,3.756355e-05,allow
1,0.9999579,block_ip
1,0.99991274,block_ip
1,0.99996305,block_ip
1,0.99994314,block_ip
1,0.9998933,block_ip
1,0.99990773,block_ip
0,5.6290668e-05,allow
0,3.2234606e-05,allow
0,3.3844597e-05,allow
1,0.99989545,block_ip
0,8.581694e-06,allow
0,2.5887124e-05,allow
1,0.9999291,block_ip
0,0.00012349497,allow
1,0.9999529,block_ip
1,0.9999497,block_ip
0,2.6588845e-05,allow
0,1.7390634e-05,allow
0,2.5165205e-05,allow
1,0.99995947,block_ip
0,2.1513159e-05,allow
0,1.1871171e-05,allow
1,0.99981517,block_ip
1,0.9998437,block_ip
1,0.9999417,block_ip
1,0.99969923,block_ip
1,0.999728,block_ip
1,0.9997049,block_ip
0,5.0658917e-05,allow
1,0.9987184,block_ip
1,0.9999572,block_ip
1,0.9998839,block_ip
1,0.9999647,block_ip
0,1.6961514e-05,allow
0,1.1348879e-05,allow
0,2.5452273e-05,allow
0,9.2107775e-06,allow
0,2.4732928e-05,allow
1,0.99985814,block_ip
1,0.99992037,block_ip
0,7.395872e-05,allow
0,2.5067673e-05,allow
1,0.99995935,block_ip
0,0.0001750854,allow
0,2.2918128e-05,allow
1,0.9999037,block_ip
1,0.9998925,block_ip
0,3.0398447e-05,allow
1,0.9999422,block_ip
1,0.99861085,block_ip
1,0.99987066,block_ip
0,1.5955371e-05,allow
1,0.9998658,block_ip
0,3.5840854e-05,allow
1,0.9999647,block_ip
1,0.9996823,block_ip
1,0.9998926,block_ip
1,0.99971825,block_ip
0,2.3063845e-05,allow
1,0.99995446,block_ip
0,2.7179418e-05,allow
0,4.9799757e-05,allow
1,0.9999589,block_ip
0,7.67752e-05,allow
0,2.0195646e-05,allow
1,0.99993646,block_ip
0,9.1520174e-05,allow
1,0.9997049,block_ip
1,0.9991709,block_ip
1,0.9999379,block_ip
0,1.8657474e-05,allow
1,0.9999616,block_ip
1,0.9999658,block_ip
1,0.9998481,block_ip
1,0.9997849,block_ip
0,0.00010070776,allow
0,1.6820055e-05,allow
1,0.9998696,block_ip
1,0.9999677,block_ip
1,0.9999379,block_ip
0,5.9262038e-05,allow
0,2.3596818e-05,allow
0,2.4483703e-05,allow
0,0.00047087556,allow
0,6.387085e-05,allow
0,0.00063108257,allow
1,0.99948597,block_ip
1,0.9999286,block_ip
0,2.110097e-05,allow
0,0.00027701625,allow
0,5.171081e-05,allow
0,3.7160582e-05,allow
0,1.0008174e-05,allow
1,0.9999652,block_ip
1,0.99981636,block_ip
0,3.5097713e-05,allow
1,0.99990916,block_ip
0,1.6001053e-05,allow
1,0.99963105,block_ip
1,0.99987006,block_ip
0,0.00076654623,allow
1,0.9999665,block_ip
1,0.999923,block_ip
1,0.9999659,block_ip
1,0.9999715,block_ip
1,0.99996173,block_ip
1,0.99980813,block_ip
0,5.6440418e-05,allow
1,0.99990344,block_ip
0,0.00032868233,allow
1,0.9998919,block_ip
0,3.1607746e-05,allow
0,1.2386003e-05,allow
1,0.99992514,block_ip
0,9.5220676e-05,allow
0,3.3463293e-05,allow
1,0.9999553,block_ip
1,0.9999527,block_ip
0,1.217354e-05,allow
0,2.5452273e-05,allow
0,0.00020019033,allow
1,0.99994385,block_ip
1,0.9992085,block_ip
1,0.9999149,block_ip
1,0.99995303,block_ip
0,4.1532727e-05,allow
0,9.662681e-06,allow
1,0.99985325,block_ip
0,6.752679e-05,allow
1,0.99984086,block_ip
1,0.99980396,block_ip
1,0.9999609,block_ip
1,0.999782,block_ip
1,0.9999274,block_ip
0,0.00034482032,allow
0,1.2030189e-05,allow
0,1.0784207e-05,allow
0,6.025754e-05,allow
0,1.9292684e-05,allow
0,3.34497e-05,allow
1,0.9998778,block_ip
1,0.9999639,block_ip
1,0.99992454,block_ip
1,0.99996495,block_ip
0,0.00016699191,allow
0,7.679379e-06,allow
1,0.99992204,block_ip
1,0.9999467,block_ip
1,0.99995995,block_ip
0,2.6437621e-05,allow
1,0.99994063,block_ip
0,6.809318e-05,allow
0,0.00017428174,allow
1,0.9999424,block_ip
0,5.257616e-05,allow
1,0.9999498,block_ip
1,0.9996586,block_ip
0,1.7268143e-05,allow
1,0.999964,block_ip
0,1.8102504e-05,allow
1,0.9999255,block_ip
0,3.8802864e-05,allow
1,0.9999387,block_ip
1,0.99973124,block_ip
1,0.9997023,block_ip
0,2.4290672e-05,allow
1,0.9996493,block_ip
1,0.9999517,block_ip
1,0.999943,block_ip
1,0.9999635,block_ip
0,1.1271296e-05,allow
1,0.9999018,block_ip
0,2.3924125e-05,allow
0,3.885159e-05,allow
1,0.9998252,block_ip
1,0.99921,block_ip
1,0.99995005,block_ip
0,0.42244616,allow
1,0.9957903,block_ip
1,0.99991,block_ip
1,0.99995553,block_ip
0,0.00030873666,allow
0,2.434879e-05,allow
1,0.99995506,block_ip
1,0.99965286,block_ip
0,4.9396636e-05,allow
0,3.681796e-05,allow
0,0.00013965924,allow
0,2.8791643e-05,allow
1,0.99991333,block_ip
1,0.9993962,block_ip
0,4.8514725e-05,allow
1,0.9999114,block_ip
1,0.99993944,block_ip
0,3.6962516e-05,allow
1,0.9999589,block_ip
1,0.9999434,block_ip
0,2.0587953e-05,allow
0,2.34925e-05,allow
0,8.327793e-06,allow
1,0.9996271,block_ip
1,0.999943,block_ip
0,7.616971e-05,allow
1,0.9997725,block_ip
0,1.0998865e-05,allow
1,0.9999627,block_ip
1,0.9997336,block_ip
0,3.1220454e-05,allow
0,6.127355e-05,allow
1,0.99987316,block_ip
0,2.5200317e-05,allow
1,0.9996371,block_ip
1,0.9999521,block_ip
0,1.3761123e-05,allow
0,1.9333756e-05,allow
0,0.00025812452,allow
0,0.00020944908,allow
0,0.000120973586,allow
1,0.9997329,block_ip
1,0.9999106,block_ip
1,0.99992156,block_ip
1,0.999954,block_ip
0,0.00013236103,allow
1,0.99993825,block_ip
1,0.99993813,block_ip
0,0.00011675033,allow
1,0.99996054,block_ip
0,3.500789e-05,allow
0,4.0836396e-05,allow
1,0.9999647,block_ip
0,4.830859e-05,allow
1,0.9999517,block_ip
1,0.99996245,block_ip
0,5.3521482e-05,allow
1,0.99996114,block_ip
1,0.9999571,block_ip
1,0.9992544,block_ip
